Code,type,Profession
6311,AR,ميكانيكيو السيارات ذات المحرك
6312,FR,mécaniciens de cycles et motocycles
6312,AR,ميكانيكيو الدراجات والدراجات النارية
6313,FR,mécaniciens de machines agricoles
6313,AR,ميكانيكيو الالات الفلاحية
6313,AR,ميكانيكيو االالت الفالحية
6314,FR,mécaniciens de machines de btp et assimilés
6314,AR,ميكانيكيو االت البناء واالشغال العمومية وما شابهها
6314,AR,ميكانيكيو الات البناء والاشغال العمومية وما شابهها
6315,FR,mécaniciens de machines industrielles
6315,AR,ميكانيكيو الالات الصناعية
6315,AR,ميكانيكيو االالت الصناعية
6316,AR,ميكانيكيون صيانة واصلاح العجلات
6316,FR,mécaniciens d'entretien et de réparation des pneus
6316,AR,ميكانيكيون صيانة واصالح العجالت
6316,FR,mécaniciens d’entretien et de réparation des pneus
6317,FR,mécaniciens sans aucune indication
6317,AR,ميكانيكيون دون تحديد
6319,AR,ميكانيكيون اخرون في صيانة واصلاح الالات والسيارات والتجهيزات غير مصنفين اعلاه
6319,FR,"autres mécaniciens d'entretien et de réparation de machines, de véhicules et d'équipements n.c.a."
6319,FR,"autres mécaniciens d'entretien et de réparation de machines, de véhicules et d’équipements n.c.a"
6319,AR,ميكانيكيون اخرون في صيانة واصالح االالت والسيارات والتجهيزات غير مصنفين اعاله
6321,FR,mécaniciens et ajusteurs d'appareils électriques
6321,AR,ميكانيكيو ومركبو االالت الكهربايية
6321,AR,ميكانيكيو ومركبو الالات الكهربايية
6322,AR,مركبو االالت االلكترونية
6322,FR,ajusteurs d'appareils électroniques
6322,AR,مركبو الالات الالكترونية
6323,FR,"mécaniciens et réparateurs d'appareils électroniques, dépanneurs en radio et télévision et travailleurs assimilés"
6323,AR,ميكانيكيو ومصلحو الالات الالكترونية، مصلحو المذياع وجهاز التلفزة وعمال يشابهونهم
6323,AR,ميكانيكيو ومصلحو االالت االلكترونية، مصلحو المذياع وجهاز التلفزة وعمال يشابهونهم
6324,AR,مركبو ومصلحو التجهيزات الهاتفية ومعدات االتصال المشابهة ( المحمول ، الصحن الهوايي)...
6324,FR,monteurs et réparateurs d'installations téléphoniques et de matériel de télécommunication assimilés
6324,AR,مركبو ومصلحو التجهيزات الهاتفية ومعدات الاتصال المشابهة ( المحمول ، الصحن الهوايي...)
6325,FR,monteurs et réparateurs de lignes électriques et téléphoniques
6325,AR,مركبو ومصلحو الاسلاك الكهربايية، الهاتفية
6325,AR,مركبو ومصلحو االسالك الكهربايية، الهاتفية
6326,FR,réparateurs d'appareils électriques et électroniques n.c.a.
6326,AR,مصلحو الالات الكهربايية والالكترونية غير المصنفة اعلاه
6326,FR,réparateurs d'appareils électriques et électroniques n.c.a
6326,AR,مصلحو االالت الكهربايية وااللكترونية غير المصنفة اعاله
6329,AR,حرفيون اخرون وعمال موهلون في تركيب التجهيزات الكهربايية والالكترونية غير مصنفين اعلاه
6329,FR,autres artisans et ouvriers qualifiés du montage et de l'installation en électricité et électronique n.c.a.
6329,FR,autres artisans et ouvriers qualifiés du montage et de l'installation en électricité et électronique n.c.a
6329,AR,حرفيون اخرون وعمال موهلون ف ي تركيب التجهيزات الكهربايية وااللكترونية غير مصنفين اعاله
6411,AR,مصلحو الساعات، ميكانيكيو ومصلحو الات الدقة المشابهة
6411,FR,"horlogers réparateurs de montres, d'horloges et mécaniciens-réparateurs d'instruments de précision assimilés"
6411,AR,مصلحو الساعات، ميكانيكيو ومصلحو االت الدقة المشابهة
6412,AR,صانعو ومصلحو الالات الموسيقية
6412,FR,facteurs et accordeurs d'instruments de musique
6412,AR,صانعو ومصلحو االالت الموسيقية
6413,AR,ميكانيكيو االت التصوير ومن يشابهونهم
6413,AR,ميكانيكيو الات التصوير ومن يشابهونهم
6413,FR,mécaniciens d'appareils photographiques et assimilés
6414,AR,ميكانيكيو الالات البصرية، الات ترميم الاسنان، الات الجراحة ومن يشابهونهم
6414,FR,"mécaniciens d'instruments d'optique, de matériel de prothèse dentaire, d'instruments de chirurgie et assimilés"
6414,AR,ميكانيكيو االالت البصرية، االت ترميم االسنان، االت الجراحة ومن يشابهونهم
6415,FR,"bijoutiers, bijoutiers-réparateurs, orfèvres, graveurs en joaillerie, monteurs en orfèvrerie, et assimilés"
6415,AR,صايغو ومصلحو المجوهرات والمصوغات، نقاشو المجوهرات ومرصعوالذهب و من يشابهونهم
6415,AR,صايغو ومصلحو المجوهرات والمصوغات، نقاشو المجوهرات ومرصعوالذهب ومن يشابهونهم
6419,FR,autres mécaniciens de précision sur métaux et matériaux similaires n.c.a.
6419,AR,ميكانيكيون اخرون في الدقة علي المعادن والمواد المشابهة غير مصنفين اعلاه
6419,AR,ميكانيكيون اخرون في الدقة علي المعادن والمواد المشابهة غير مصنفين اعاله
6419,FR,autres mécaniciens de précision sur métaux et matériaux similaires n.c.a
6421,FR,"potiers, céramistes, artisans et ouvriers qualifiés en produits céramiques et abrasifs"
6421,AR,فخارون، خزفيون، حرفيون وعمال موهلون في المواد الخزفية
6422,AR,صانعو القرمود واالجور ومن يشابهونهم
6422,FR,"tuiliers, briquetiers et assimilés"
6422,AR,صانعو القرمود والاجور ومن يشابهونهم
6423,AR,فراغو ومشكلو الجبص ومن يشابهونهم
6423,FR,mouleurs et modeleurs de plâtre et assimilés
6424,AR,صانعو الزجاج والمرايا، صقالو الزجاج، مسيرو الالات الزجاجية، قاطعو الزجاج ومن يشابهونهم
6424,AR,صانعو الزجاج والمرايا، صقالو الزجاج، مسيرو االالت الزجاجية، قاطعو الزجاج ومن يشابهونهم
6424,FR,"vitriers, miroitiers, tailleurs et polisseurs de verre, conducteurs de presse à verre, coupeurs de verre et assimilés"
6425,AR,نقاشون علي الزجاج والمواد البلورية
6425,FR,graveurs sur verre et produits vitrifiés
6426,AR,صباغو ومزخرفو الزجاج والخزف، ملونو ومرصعو ومذهبو الزجاج وحرفيون وعمال موهلون مشابهون
6426,FR,"peintres, décorateurs sur verre et sur céramique, colorateurs, émailleurs, argenteurs, doreurs sur verre et artisans ou ouvriers qualifiés assimilés"
6429,FR,"autres verriers, potiers et assimilés n.c.a"
6429,AR,فخارون وزجاجيون اخرون غير مصنفين اعاله
6429,FR,"autres verriers, potiers et assimilés n.c.a."
6429,AR,فخارون وزجاجيون اخرون غير مصنفين اعلاه
6431,FR,"typographes, photocompositeurs typographes, imprimeurs et assimilés"
6431,AR,منضدو الحروف ساحبو التجارب او النسخ، طباعون ومن يشابهونهم
6432,FR,"stéréo typeurs, clicheurs-galvanoplastes, mouleurs de clichés et assimilés"
6432,AR,المكلفون بالطباعة المصفحة صانعو الرواسم والكليشيهات ومن يشابهونهم
6432,AR,المكلفون بالطباعة المصفحة صانعو الرواسم و الكليشيهات ومن يشابهونهم
6432,FR,"stéréotypeurs, clicheurs-galvanoplastes, mouleurs de clichés et assimilés"
6433,AR,نقاشو المطبعات باليد او بالالة علي المعادن، الخشب او الاحجار، صانعو الطوابع ومن يشابهونهم
6433,FR,"lithographes, graveurs d'imprimerie à la main, à la machine sur métaux, sur bois ou sur pierres, fabricants de cachets et assimilés"
6433,AR,نقاشو المطبعات باليد او بااللة علي المعادن، الخشب او االحجار، صانعو الطوابع ومن يشابهونهم
6434,FR,"photograveurs, retoucheurs, reporteurs photographes de reproduction en offsets et assimilés"
6434,AR,مصورون نقاشون، مصلحو الصفايح، ناقلو الصور للسحب بالة الاوفسيت ومن يشابهونهم
6434,AR,مصورون نقاشون، مصلحو الصفايح، ناقلو الصور للسحب بالة االوفسيت ومن يشابهونهم
6435,FR,"relieurs, encolleurs, endosseurs, gaufreurs, brocheurs et assimilés"
6435,AR,مسفرو الكتب، عاملون في قص اطراف الكتب، مجلدو الكتب ومن يشابهونهم
6436,AR,مطبعيون علي الخشب واللوح واالثواب ومن يشابهونهم
6436,FR,"imprimeurs sérigraphies, à la planche, sur textile et assimilés"
6436,AR,مطبعيون علي الخشب واللوح والاثواب ومن يشابهونهم
6437,AR,المكلفون بسحب، تكبير وتصغير الصور في غرف التحميض ومختبرات الطبع
6437,FR,"développeurs de photographies en chambre noire, tireurs-photographes, agrandisseurs et réducteurs"
6438,AR,مصورون فوتوغرافيون وعمال موهلون مشابهون
6438,FR,photographes et ouvriers qualifiés assimilés
6439,AR,حرفيون وعمال موهلون اخرون في الطباعة غير مصنفين اعاله
6439,FR,autres artisans et ouvriers qualifiés de l'imprimerie n.c.a
6439,AR,حرفيون وعمال موهلون اخرون في الطباعة غير مصنفين اعلاه
6439,FR,autres artisans et ouvriers qualifiés de l'imprimerie n.c.a.
6511,AR,حرفيون وعمال موهلون في معالجة الخشب، مكلفون باشراب وتجفيف الخشب ومن يشابهونهم
6511,FR,"artisans et ouvriers qualifiés du traitement des bois, sécheurs, imprégnateurs et assimilés"
6512,AR,نشارون، لصاقو ومقطعو الخشب ومن يشابهونهم
6512,FR,"scieurs, colleurs, cisailleurs, dérouleurs et assimilés"
6513,FR,"préparateurs, blanchisseurs de pâtes à papiers et assimilés"
6513,AR,مهييو وصباغو عجين الورق ومن يشابهونهم
6519,FR,autres artisans et ouvriers qualifiés de la préparation des bois et de la fabrication du papier n.c.a.
6519,AR,حرفيون وعمال موهلون اخرون في التهيي االولي للخشب وصناعة الورق غير مصنفين اعاله
6519,AR,حرفيون وعمال موهلون اخرون في التهيي الاولي للخشب وصناعة الورق غير مصنفين اعلاه
6519,FR,autres artisans et ouvriers qualifiés de la préparation des bois et de la fabrication du papier n.c.a
6521,AR,نجارون دون تحديد
6521,FR,menuisiers sans aucune indication
6522,FR,"ebénistes, menuisiers de meubles en bois et assimilés"
6522,AR,نجارو االثاث وصانعو االثاث بالخشب ومن يشابهونهم
6522,AR,نجارو الاثاث وصانعو الاثاث بالخشب ومن يشابهونهم
6523,AR,نجارو الخدور الخشبية(الريدوات)
6523,FR,menuisiers de rideaux en bois
6523,AR,نجارو الخدور الخشبية (الريدوات)
6524,AR,مرصعو الخشب ومن يشابهونهم
6524,FR,marqueteurs et assimilés
6525,FR,"sculpteurs sur bois, tourneurs et assimilés"
6525,AR,نقاشون، خراطون علي الخشب ومن يشابهونهم
6526,AR,صانعو العربات الخشبية ونجارو هياكل السيارات الخشبية
6526,FR,carrossiers en bois et menuisiers en voitures
6527,AR,نجارون في تشييد القوارب ومن يشابهونهم
6527,FR,menuisiers fabricants de barques et assimilés
6529,FR,autres menuisiers et fabricants d'objets en bois n.c.a
6529,AR,نجارون اخرون وصانعو منتوجات خشبية غير مصنفين اعاله
6529,FR,autres menuisiers et fabricants d'objets en bois n.c.a.
6529,AR,نجارون اخرون وصانعو منتوجات خشبية غير مصنفين اعلاه
6531,AR,حصايريون، صانعو الفراشي، صانعو منتوجات من الحلفة او سعف النخيل او الدوم وما شابهها
6531,FR,"nattiers, vanniers, brossiers et autres fabricants d'objets en alfa, en palmes, en doum et assimilés"
6532,AR,صانعو منتوجات قصبية
6532,FR,fabricant de produits en roseaux
6533,FR,fabriquant d'objets en lièges
6533,AR,صانعو منتوجات وادوات من الفلين
6539,AR,صانعو منتوجات من الحلفة، القصب، الفلين، سعف النخيل ومن يشابهونهم غير مصنفين اعلاه
6539,FR,"fabriquant d'objets en alfa, en palmes, en roseaux, en liège et assimilés n.c.a."
6539,AR,صانعو منتوجات من الحلفة، القصب، الفلين، سعف النخيل ومن يشابهونهم غير مصنف ي ن اعاله
6539,FR,"fabriquant d'objets en alfa, en palmes, en roseaux, en liège et assimilés n.c.a"
6540,AR,صانعو منتوجات من الورق او الورق المقوي
6540,FR,confectionneurs d'articles en papiers ou en carton
6550,FR,artisans et ouvriers qualifiés de la menuiserie de l'aluminium
6550,AR,حرفيون وعمال موهلون في نجارة الاليمنيوم
6611,FR,"meuniers, fariniers, minotiers et assimilés"
6611,AR,طحانون وعمال موهلون في اعداد الدقيق ومن يشابهونهم
6612,AR,جزارون، سلاخون، كراشون، معدو اللحوم والسمك (باستثناء التجار)
6612,FR,"bouchers, écorcheurs abatteurs, abatteurs dépeceurs, tripiers, poissonniers et assimilés (excepté les commerçants)"
6612,AR,جزارون، سالخون، كراشون، معدو اللحوم والسمك(باستثناء التجار)
6613,FR,"presseurs d'huile comestible, raffineurs d'huiles, grilleurs de noix et assimilés"
6613,AR,عاصرو زيت المايدة ومصفوها وعمال في قلي الجوز ومن يشابهونهم
6614,AR,حرفيون وعمال المنتوجات الحليبية(اللبن والزبدة)
6614,FR,"laitiers, beurriers et artisans de produits laitiers"
6614,AR,حرفيون وعمال المنتوجات الحليبية (اللبن والزبدة)
6615,AR,خبازون، صانعو الحلويات، صانعو المربي، وحرفيون في عجاين التغذية و الشكوالتة
6615,FR,"boulangers, pâtissiers, confiseurs, biscuitiers et artisans de pâtes alimentaires et de chocolats"
6615,AR,خبازون، صانعو الحلويات، صانعو المربي، وحرفيون في عجاين التغذية والشكولاتة
6616,AR,ملففو السجاير باليد، حرفيون وعمال موهلون اخرون في التبغ
6616,FR,cigariers à la main et autres artisans et ouvriers qualifiés de tabacs
6617,AR,،حرفيون وعمال موهلون في اعداد الشاي، القهوة، الكاكاو ذواقو ومحمصو الشاي والقهوة ومن يشابهونهم
6617,FR,"artisans et ouvriers qualifiés de la préparation des thés, des cafés, des cacaos, dégustateurs du thé et du café, mélangeurs, grilleurs de café et de chicorée"
6617,AR,حرفيون وعمال موهلون في اعداد الشاي، القهوة، الكاكاو، ذواقو ومحمصو الشاي والقهوة ومن يشابهونهم
6618,AR,حرفيون وعمال موهلون في المشروبات، عصير الفواكه، الخل ومن يشابهونهم
6618,FR,"artisans et ouvriers qualifiés de boissons, de jus de fruits et de vinaigres"
6619,AR,حرفيون اخرون في التغذية والمشروبات والتبغ غير مصنفين اعاله
6619,FR,"autres artisans d'alimentation, de boisons et de tabacs n.c.a"
6619,AR,حرفيون اخرون في التغذية والمشروبات والتبغ غير مصنفين اعلاه
6619,FR,"autres artisans d'alimentation, de boisons et de tabacs n.c.a."
6711,AR,مالكون مسيرون للمقاهي والمطاعم
6711,FR,propriétaires gérants de cafés et de restaurants
6711,AR,ملاكون مسيرون للمقاهي والمطاعم
6712,AR,مالكون مسيرون للفنادق والماوي
6712,FR,propriétaires gérants d'hôtels et d'auberges
6712,AR,ملاكون مسيرون للفنادق والماوي
6713,AR,ممولون بالحلويات ومجهزو الحفلات والمناسبات
6713,FR,traiteurs (non classés en sociétés et quasi-so­ciétés)
6713,FR,traiteurs (non classés en sociétés et quasi-sociétés)
6713,AR,ممولون بالحلويات ومجهزو الحفالت والمناسبات
6714,AR,طباخون موسميون للحفلات والاعراس ومن يشابهونهم
6714,FR,cuisiniers occasionnels des fêtes et assimilés
6714,AR,طباخون موسميون للحفالت واالعراس ومن يشابهونهم
6719,FR,artisans et ouvriers qualifiés de la restauration et de l'hôtellerie n.c.a
6719,AR,حرفيون وعمال موهلون في الخدمات المطعمية والفندقية غير مصنفين اعاله
6719,FR,artisans et ouvriers qualifiés de la restauration et de l'hôtellerie n.c.a.
6719,AR,حرفيون وعمال موهلون في الخدمات المطعمية والفندقية غير مصنفين اعلاه
6720,FR,"blanchisseurs, laveurs, blanchisseurs-dégraisseurs et presseurs, artisans et ouvriers qualifiés de la teinturerie et assimilés"
6720,AR,غسالون، منظفون، مكبسون وحرفيون او عمال موهلون في صباغة المالبس والمنسوجات ومن يشابهونهم
6720,AR,غسالون، منظفون، مكبسون وحرفيون او عمال موهلون في صباغة الملابس والمنسوجات ومن يشابهونهم
6731,FR,coiffeurs sans autre indication
6731,AR,حلاقون دون تحديد
6731,AR,حالقون دون تحديد
6732,AR,حالقون للرجال
6732,FR,coiffeurs pour hommes
6732,AR,حلاقون للرجال
6733,AR,حالقون للنساء
6733,FR,coiffeurs pour dames
6733,AR,حلاقون للنساء
6734,AR,اختصاصيون في التجميل والتزيين ومن يشابهونهم
6734,FR,"esthéticiens, spécialistes des soins de beauté et assimilés"
6739,FR,autres spécialistes de soins de beauté et assimilés n.c.a.
6739,AR,اختصاصيون اخرون في التجميل غير مصنفين اعلاه
6739,FR,autres spécialistes de soins de beauté et assimilés n.c.a
6739,AR,اختصاصيون اخرون في التجميل غير مصنفين اعاله
6740,FR,praticiens de la médecine traditionnelle
6740,AR,محترفو الطب التقليدي
6750,AR,حرفيون وعمال موهلون في تلقين او الدعم في المهن الحرفية
6750,FR,artisans et ouvriers qualifiés en formation/soutien aux métiers artisanaux
6750,FR,autres artisans et ouvriers qualifiés des services n.c.a
6761,FR,artisans de transport des voyageurs
6761,AR,حرفيون في نقل المسافرين
6762,AR,حرفيون في نقل البضايع
6762,FR,artisans de transport des marchandises
6763,AR,حرفيون في نقل المسافرين و البضايع
6763,FR,artisans de transport des deux à la fois
6763,AR,حرفيون في نقل المسافرين والبضايع
6769,FR,artisans de transport sans autre indication
6769,AR,حرفيون في النقل بدون تحديد
6790,AR,حرفيون وعمال موهلون اخرون في الخدمات غير مصنفين اعلاه
6790,FR,autres artisans et ouvriers qualifiés des services n.c.a.
6811,AR,مهيوو االلياف
6811,FR,préparateurs de fibres
6811,AR,مهيوو الالياف
6812,AR,غزالو الصوف، القطن ومن يشابهونهم
6812,FR,"fileurs de laine, coton et assimilés"
6813,AR,شراطون وصانعو القنب ومن يشابهونهم
6813,FR,cordiers et assimilés
6814,AR,نساجون ومن يشابهونهم
6814,FR,tisserands et assimilés
6815,AR,حباكون ومن يشابهونهم
6815,FR,tricoteurs et assimilés
6816,FR,régleurs de métiers à tisser et à tricoter et assimilés
6816,AR,ضابطو االت النسيج والحباكة
6816,AR,ضابطو الات النسيج والحباكة
6817,FR,"passementiers, crocheteurs et assimilés"
6817,AR,مجادليون ونساجون مشابهون
6819,FR,autres artisans et ouvriers qualifiés du textile n.c.a.
6819,AR,حرفيون وعمال موهلون اخرون في النسيج غير مصنفين اعلاه
6819,AR,حرفيون وعمال موهلون اخرون في النسيج غير مصنفين اعاله
6819,FR,autres artisans et ouvriers qualifiés du textile n.c.a
6821,FR,tailleurs et couturiers modernes et assimilés
6821,AR,خياطون وازياييون عصريون ومن يشابهونهم
6822,FR,tailleurs et couturiers traditionnels et assimilés
6822,AR,خياطون وازياييون تقليديون ومن يشابهونهم
6823,FR,"modélistes, coupeurs et assimilés"
6823,AR,فصالون، صانعو نماذج االزياء ومن يشابهونهم
6823,AR,فصالون، صانعو نماذج الازياء ومن يشابهونهم
6824,FR,"couseurs, brodeurs et assimilés"
6824,AR,طرازون ومن يشابهونهم
6825,AR,صانعو القبعات والطرابيش ومن يشابهونهم
6825,FR,"modistes, chapeliers et assimilés"
6826,AR,صانعو الفرش، البسط، النجود والمضربات والزرابي ومن يشابهونهم
6826,FR,"tapissiers, matelassiers et assimilés"
6827,AR,فراءون وعمال مشابهون
6827,FR,fourreurs et travailleurs assimilés
6828,FR,bâtiers et assimilés
6828,AR,صانعو البرادع من النسيج ومن يشابهونهم
6829,FR,"autres tailleurs, couturiers, couseurs, tapissiers et assimilés n.c.a."
6829,AR,خياطون اخرون، ازياييون، صانعو الزرابي غير مصنفين اعلاه
6829,FR,"autres tailleurs, couturiers, couseurs, tapissiers et assimilés n.c.a"
6829,AR,خياطون اخرون، ازياييون، صانعو الزرابي غير مصنفين اعاله
6831,AR,لباطون، مجردو الجلد من الصوف وحرفيون مشابهون في التهييء الاولي للجلد
6831,FR,"délaineurs, peaussiers et assimilés"
6831,AR,لباطون، مجردو الجلد من الصوف وحرفيون مشابهون في التهييء االولي للجلد
6832,AR,دباغو الجلود ومن يشابهونهم
6832,FR,"mégissiers, tanneurs et assimilés"
6833,FR,doreurs et graveurs de cuir et assimilés
6833,AR,ذهابو ونقاشو الجلد ومن يشابهونهم
6839,FR,autres préparateurs de cuirs et assimilés n.c.a.
6839,AR,حرفيون اخرون في تهيي الجلود ومن يشابهونهم غير مصنفين اعاله
6839,FR,autres préparateurs de cuirs et assimilés n.c.a
6839,AR,حرفيون اخرون في تهيي الجلود ومن يشابهونهم غير مصنفين اعلاه
6841,AR,خرازو البلغة والشربيل، صانعو الاحذية ومن يشابهونهم
6841,FR,"babouchiers, bottiers, fabricants de chaussures et assimilés"
6841,AR,خرازو البلغة والشربيل، صانعو االحذية ومن يشابهونهم
6842,AR,صانعو حقايب جلدية ومن يشابهونهم
6842,FR,"maroquiniers, sacochiers en cuir et assimilés"
6843,AR,سراجون، صانعو البرادع من الجلد ومن يشابهونهم
6843,FR,"selliers, bourreliers en cuir et assimilés"
6844,AR,مصلحو االحذية والمنتوجات الجلدية
6844,AR,مصلحو الاحذية والمنتوجات الجلدية
6844,FR,réparateurs de chaussures et des produits en cuir
6849,FR,autres confectionneurs de vêtements et d'articles de cuirs et de chaussures n.c.a
6849,AR,حرفيون وعمال موهلون اخرون في الاحذية وصناعة المنتوجات الجلدية غيرمصنفين اعلاه
6849,FR,autres confectionneurs de vêtements et d'articles de cuirs et de chaussures n.c.a.
6849,AR,حرفيون وعمال موهلون اخرون في االحذية وصناعة المنتوجات الجلدية غيرمصنفين اعاله
6910,FR,autres artisanaux et ouvriers qualifiés des métiers artisanaux n.c.a
6910,FR,autres artisanaux et ouvriers qualifiés des métiers artisanaux n.c.a.
6910,AR,حرفيون وعمال موهلون اخرون في المهن الحرفية غير مصنفين اعلاه
6910,AR,حرفيون وعمال موهلون اخرون في المهن الحرفية غير مصنفين اعاله
7111,FR,ouvriers qualifiés ou spécialisés dans le maraîchage
7111,AR,عمال موهلون او متخصصون في الخضروات
7112,AR,عمال موهلون او متخصصون في زراعة االشجار
7112,FR,ouvriers qualifiés ou spécialisés dans l'arboriculture
7112,AR,عمال موهلون او متخصصون في زراعة الاشجار
7113,AR,عمال موهلون او متخصصون في زراعات مختلطة
7113,FR,ouvriers qualifiés ou spécialisés dans la polyculture
7114,FR,ouvriers qualifiés ou spécialisés dans le jardinage
7114,AR,عمال موهلون او متخصصون في البستنة
7115,AR,عمال موهلون او متخصصون في زراعات اخري
7115,FR,ouvriers qualifiés ou spécialisés dans les autres cultures
7116,AR,عمال موهلون او متخصصون في الانتاج الحيواني
7116,FR,ouvriers qualifiés ou spécialisés dans la production animale
7116,AR,عمال موهلون او متخصصون في االنتاج الحيواني
7117,FR,ouvriers qualifiés ou spécialisés polyvalents
7117,AR,عمال موهلون او متخصصون في الزراعة واالنتاج الحيواني معا
7117,AR,عمال موهلون او متخصصون في الزراعة والانتاج الحيواني معا
7119,AR,عمال موهلون او متخصصون في الفلاحة غير مصنفين اعلاه
7119,FR,ouvriers qualifiés ou spécialisés n.c.a.
7119,AR,عمال موهلون او متخصصون في الفالحة غير مصنفين اعاله
7119,FR,ouvriers qualifiés ou spécialisés n.c.a
7121,FR,marins de pont
7121,AR,بحري الجسر في سفن الصيد البحري
7122,AR,بحري ميكانيكي في سفن الصيد البحري
7122,FR,marins mécaniciens
7129,FR,ouvriers qualifiés ou spécialisés de la pêche n.c.a.
7129,AR,عمال موهلون او متخصصون في الصيد البحري غير مصنفين اعلاه
7130,FR,ouvriers qualifiés ou spécialisés de la forêt et de la chasse
7130,AR,عمال موهلون او متخصصون في الغابات والصيد البحري
7211,AR,عمال وعمال يدويون في زراعة الحبوب
7211,FR,ouvriers et manœuvres dans les cultures de céréales
7212,FR,ouvriers et manœuvres dans les cultures industrielles et oléagineuses
7212,AR,عمال وعمال يدويون في الزراعات الصناعية والفواكه الزيتية
7213,FR,ouvriers et manœuvres dans les cultures maraîchères
7213,AR,عمال وعمال يدويون في زراعة الخضراوات
7214,FR,ouvriers et manœuvres dans l'arboriculture et la viticulture (y compris les arbres fruitiers)
7214,AR,عمال وعمال يدويون في زراعة االشجار والكروم( بما فيها االشجار المثمرة)
7214,AR,عمال وعمال يدويون في زراعة الاشجار والكروم (بما فيها الاشجار المثمرة)
7215,AR,عمال وعمال يدويون في زراعة القطاني
7215,FR,ouvriers et manœuvres dans les cultures des légumineuses
7216,FR,ouvriers et manœuvres dans les cultures fourragères
7216,AR,عمال وعمال يدويون في زراعة الكال
7216,AR,عمال وعمال يدويون في زراعة الكلا
7217,FR,"ouvriers et manœuvres dans la floriculture, dans les pépinières, dans la production de grains et semences, jardiniers et assimilés"
7217,AR,عمال وعمال يدويون في زراعة الورود، في البستنة، في انتاج البذور، حدايقيون ومن يشابهونهم
7218,FR,"ouvriers agricoles polyvalents dans les cultures de céréales, cultures industrielles, arboriculture, maraîchage, floriculture, légumineuses associés"
7218,AR,عمال فالحيون متعددو االختصاصات ،في زراعة الحبوب، الزراعة الصناعية الفواكه الزيتية، الخضراوات، االشجار والقطاني
7218,AR,عمال فلاحيون متعددو الاختصاصات في زراعة الحبوب، الزراعة الصناعية، الفواكه الزيتية، الخضراوات، الاشجار والقطاني
7219,FR,autres ouvriers et manœuvres dans les cultures n.c.a.
7219,AR,عمال وعمال يدويون اخرون في الزراعة غير مصنفين اعاله
7219,AR,عمال وعمال يدويون اخرون في الزراعة غير مصنفين اعلاه
7219,FR,autres ouvriers et manœuvres dans les cultures n.c.a
7221,FR,"ouvriers et manœuvres dans l'élevage du gros bétail (ovins, bovins, caprins)"
7221,AR,عمال وعمال يدويون في تربية الماشية الكبيرة( ،االغنام، االبقار، المعز)...
7221,AR,عمال وعمال يدويون في تربية الماشية الكبيرة (الاغنام، الابقار، المعز،...)
7222,FR,bergers et ouvriers assimilés
7222,AR,الرعاة وعمال مشابهون
7223,AR,عمال وعمال يدويون في تربية الدواجن
7223,FR,ouvriers et manœuvres dans l'aviculture
7224,FR,ouvriers et manœuvres dans l'apiculture et la sériciculture
7224,AR,عمال وعمال يدويون في تربية النحل ودود القز
7225,FR,ouvriers et manœuvres dans l'élevage diversifié
7225,AR,عمال وعمال يدويون في تربية انواع متعددة من المواشي
7229,AR,عمال وعمال يدويون اخرون في تربية المواشي غير مصنفين اعلاه
7229,AR,عمال وعمال يدويون اخرون في تربية المواشي غير مصنفين اعاله
7229,FR,autres ouvriers et manœuvres dans l'élevage n.c.a.
7229,FR,autres ouvriers et manœuvres dans l'élevage n.c.a
7230,FR,ouvriers et manœuvres agricoles polyvalents dans les cultures et l'élevage associés
7230,AR,عمال وعمال يدويون متعددو الاختصاصات في الفلاحة وتربية المواشي معا
7230,AR,عمال وعمال يدويون متعددو االختصاصات في الفالحة وتربية المواشي معا
7311,FR,ouvriers et manœuvres de la pêche en haute mer
7311,AR,عمال وعمال يدويون في صيد السمك والاحياء المايية باعالي البحار
7311,FR,ouvriers et manœuvres de la pêche de poissons et d'autres espèces aquatiques en haute mer
7311,AR,عمال وعمال يدويون في صيد السمك واالحياء المايية باعالي البحار
7312,AR,عمال وعمال يدويون في صيد السمك والاحياء المايية بالمياه الشاطيية والداخلية
7312,FR,ouvriers et manœuvres de la pêche de poissons et d'autres espèces aquatiques en eaux côtières et en eaux intérieures
7312,FR,ouvriers et manœuvres de la pêche en eaux côtières et en eaux intérieures
7312,AR,عمال وعمال يدويون في صيد السمك واالحياء المايية بالمياه الشاطيية والداخلية
7313,FR,ouvriers et manœuvres de l'aquaculture
7313,AR,عمال وعمال يدويون في تربية الحيوانات والنباتات المايية
7319,FR,autres ouvriers et manœuvres de la pêche de poissons et d'autres espèces aquatiques n.c.a.
7319,AR,عمال وعمال يدويون اخرون في صيد السمك والاحياء المايية غير مصنفين اعلاه
7319,FR,autres ouvriers pêcheurs n.c.a
7319,AR,عمال وعمال يدويون اخرون في صيد السمك واالحياء المايية غير مصنفين اعاله
7411,FR,ouvriers et manœuvres charbonniers en forêt et ouvriers assimilés
7411,AR,عمال غابويون في الفحم الخشبي ومن يشابهونهم
7412,AR,عمال وعمال يدويون غابويون في اعادة التشجير
7412,FR,ouvriers et manœuvres forestiers de reboisement
7413,FR,ouvriers et manœuvres forestiers en bois de menuiserie
7413,AR,عمال غابويون في خشب النجارة
7414,FR,ouvriers et manœuvres forestiers en bois à usage domestique
7414,AR,عمال غابويون في خشب االستعمال المنزلي
